UbId,dep,pro,dis,nomUb
090113,09,01,13,Nuevo Occoro
090114,09,01,14,Palca
090115,09,01,15,Pilchaca
090116,09,01,16,Vilca
090117,09,01,17,Yauli
090118,09,01,18,Ascensión
090119,09,01,19,Huando
090200,09,02,00,Acobamba
090201,09,02,01,Acobamba
090202,09,02,02,Andabamba
090203,09,02,03,Anta
090204,09,02,04,Caja
090205,09,02,05,Marcas
090206,09,02,06,Paucara
090207,09,02,07,Pomacocha
090208,09,02,08,Rosario
090300,09,03,00,Angaraes
090301,09,03,01,Lircay
090302,09,03,02,Anchonga
090303,09,03,03,Callanmarca
090304,09,03,04,Ccochaccasa
090305,09,03,05,Chincho
090306,09,03,06,Congalla
090307,09,03,07,Huanca-Huanca
090308,09,03,08,Huayllay Grande
090309,09,03,09,Julcamarca
090310,09,03,10,San Antonio de Antaparco
090311,09,03,11,Santo Tomas de Pata
090312,09,03,12,Secclla
090400,09,04,00,Castrovirreyna
090401,09,04,01,Castrovirreyna
090402,09,04,02,Arma
090403,09,04,03,Aurahua
090404,09,04,04,Capillas
090405,09,04,05,Chupamarca
090406,09,04,06,Cocas
090407,09,04,07,Huachos
090408,09,04,08,Huamatambo
090409,09,04,09,Mollepampa
090410,09,04,10,San Juan
090411,09,04,11,Santa Ana
090412,09,04,12,Tantara
090413,09,04,13,Ticrapo
090500,09,05,00,Churcampa
090501,09,05,01,Churcampa
090502,09,05,02,Anco
090503,09,05,03,Chinchihuasi
090504,09,05,04,El Carmen
090505,09,05,05,La Merced
090506,09,05,06,Locroja
090507,09,05,07,Paucarbamba
090508,09,05,08,San Miguel de Mayocc
090509,09,05,09,San Pedro de Coris
090510,09,05,10,Pachamarca
090511,09,05,11,Cosme
090600,09,06,00,Huaytara
090601,09,06,01,Huaytara
090602,09,06,02,Ayavi
090603,09,06,03,Cordova
090604,09,06,04,Huayacundo Arma
090605,09,06,05,Laramarca
090606,09,06,06,Ocoyo
090607,09,06,07,Pilpichaca
090608,09,06,08,Querco
090609,09,06,09,Quito-Arma
090610,09,06,10,San Antonio de Cusicancha
090611,09,06,11,San Francisco de Sangayaico
090612,09,06,12,San Isidro
090613,09,06,13,Santiago de Chocorvos
090614,09,06,14,Santiago de Quirahuara
090615,09,06,15,Santo Domingo de Capillas
090616,09,06,16,Tambo
090700,09,07,00,Tayacaja
090701,09,07,01,Pampas
090702,09,07,02,Acostambo
090703,09,07,03,Acraquia
090704,09,07,04,Ahuaycha
090705,09,07,05,Colcabamba
090706,09,07,06,Daniel Hernandez
090707,09,07,07,Huachocolpa
090709,09,07,09,Huaribamba
090710,09,07,10,Ñahuimpuquio
090711,09,07,11,Pazos
090713,09,07,13,Quishuar
090714,09,07,14,Salcabamba
090715,09,07,15,Salcahuasi
090716,09,07,16,San Marcos de Rocchac
090717,09,07,17,Surcubamba
090718,09,07,18,Tintay Puncu
100000,10,00,00,Huanuco
100100,10,01,00,Huanuco
100101,10,01,01,Huanuco
100102,10,01,02,Amarilis
100103,10,01,03,Chinchao
100104,10,01,04,Churubamba
100105,10,01,05,Margos
100106,10,01,06,Quisqui
100107,10,01,07,San Francisco de Cayran
100108,10,01,08,San Pedro de Chaulan
100109,10,01,09,Santa Maria del Valle
100110,10,01,10,Yarumayo
100111,10,01,11,Pillco Marca
100112,10,01,12,Yacus
100200,10,02,00,Ambo
100201,10,02,01,Ambo
100202,10,02,02,Cayna
100203,10,02,03,Colpas
100204,10,02,04,Conchamarca
100205,10,02,05,Huacar
100206,10,02,06,San Francisco
100207,10,02,07,San Rafael
100208,10,02,08,Tomay Kichwa
100300,10,03,00,Dos de Mayo
100301,10,03,01,La Union
100307,10,03,07,Chuquis
100311,10,03,11,Marias
100313,10,03,13,Pachas
100316,10,03,16,Quivilla
100317,10,03,17,Ripan
100321,10,03,21,Shunqui
100322,10,03,22,Sillapata
100323,10,03,23,Yanas
100400,10,04,00,Huacaybamba
100401,10,04,01,Huacaybamba
100402,10,04,02,Canchabamba
100403,10,04,03,Cochabamba
100404,10,04,04,Pinra
100500,10,05,00,Huamalies
100501,10,05,01,Llata
100502,10,05,02,Arancay
100503,10,05,03,Chavin de Pariarca
100504,10,05,04,Jacas Grande
100505,10,05,05,Jircan
100506,10,05,06,Miraflores
100507,10,05,07,Monzon
100508,10,05,08,Punchao
100509,10,05,09,Puños
100510,10,05,10,Singa
100511,10,05,11,Tantamayo
100600,10,06,00,Leoncio Prado
100601,10,06,01,Rupa-Rupa
100602,10,06,02,Daniel Alomias Robles
100603,10,06,03,Hermilio Valdizan
100604,10,06,04,Jose Crespo y Castillo
100605,10,06,05,Luyando
100606,10,06,06,Mariano Damaso Beraun
100700,10,07,00,Marañon
100701,10,07,01,Huacrachuco
100702,10,07,02,Cholon
100703,10,07,03,San Buenaventura
100800,10,08,00,Pachitea
100801,10,08,01,Panao
100802,10,08,02,Chaglla
100803,10,08,03,Molino
100804,10,08,04,Umari
100900,10,09,00,Puerto Inca
100901,10,09,01,Puerto Inca
100902,10,09,02,Codo del Pozuzo
100903,10,09,03,Honoria
100904,10,09,04,Tournavista
100905,10,09,05,Yuyapichis
101000,10,10,00,Lauricocha
101001,10,10,01,Jesus
101002,10,10,02,Baños
101003,10,10,03,Jivia
101004,10,10,04,Queropalca
101005,10,10,05,Rondos
101006,10,10,06,San Francisco de Asis
101007,10,10,07,San Miguel de Cauri
101100,10,11,00,Yarowilca
101101,10,11,01,Chavinillo
101102,10,11,02,Cahuac
101103,10,11,03,Chacabamba
101104,10,11,04,Chupan
101105,10,11,05,Jacas Chico
101106,10,11,06,Obas
101107,10,11,07,Pampamarca
101108,10,11,08,Choras
110000,11,00,00,Ica
110100,11,01,00,Ica
110101,11,01,01,Ica
110102,11,01,02,La Tinguiña
110103,11,01,03,Los Aquijes
110104,11,01,04,Ocucaje
110105,11,01,05,Pachacutec
110106,11,01,06,Parcona
110107,11,01,07,Pueblo Nuevo
110108,11,01,08,Salas
110109,11,01,09,San Jose de los Molinos
110110,11,01,10,San Juan Bautista
110111,11,01,11,Santiago
110112,11,01,12,Subtanjalla
110113,11,01,13,Tate
110114,11,01,14,Yauca del Rosario
110200,11,02,00,Chincha
110201,11,02,01,Chincha Alta
110202,11,02,02,Alto Laran
110203,11,02,03,Chavin
110204,11,02,04,Chincha Baja
110205,11,02,05,El Carmen
110206,11,02,06,Grocio Prado
110207,11,02,07,Pueblo Nuevo
110208,11,02,08,San Juan de Yanac
110209,11,02,09,San Pedro de Huacarpana
110210,11,02,10,Sunampe
110211,11,02,11,Tambo de Mora
110300,11,03,00,Nazca
110301,11,03,01,Nazca
110302,11,03,02,Changuillo
110303,11,03,03,El Ingenio
110304,11,03,04,Marcona
110305,11,03,05,Vista Alegre
110400,11,04,00,Palpa
110401,11,04,01,Palpa
110402,11,04,02,Llipata
110403,11,04,03,Rio Grande
110404,11,04,04,Santa Cruz
110405,11,04,05,Tibillo
110500,11,05,00,Pisco
110501,11,05,01,Pisco
110502,11,05,02,Huancano
110503,11,05,03,Humay
110504,11,05,04,Independencia
110505,11,05,05,Paracas
110506,11,05,06,San Andres
110507,11,05,07,San Clemente
110508,11,05,08,Tupac Amaru Inca
120000,12,00,00,Junin
120100,12,01,00,Huancayo
120101,12,01,01,Huancayo
120104,12,01,04,Carhuacallanga
120105,12,01,05,Chacapampa
120106,12,01,06,Chicche
120107,12,01,07,Chilca
120108,12,01,08,Chongos Alto
120111,12,01,11,Chupuro
120112,12,01,12,Colca
120113,12,01,13,Cullhuas
120114,12,01,14,El Tambo
120116,12,01,16,Huacrapuquio
120117,12,01,17,Hualhuas
120119,12,01,19,Huancan
120120,12,01,20,Huasicancha
120121,12,01,21,Huayucachi
120122,12,01,22,Ingenio
120124,12,01,24,Pariahuanca
120125,12,01,25,Pilcomayo
120126,12,01,26,Pucara
120127,12,01,27,Quichuay
120128,12,01,28,Quilcas
120129,12,01,29,San Agustin
120130,12,01,30,San Jeronimo de Tunan
120132,12,01,32,Saño
120133,12,01,33,Sapallanga
120134,12,01,34,Sicaya
120135,12,01,35,Santo Domingo de Acobamba
120136,12,01,36,Viques
120200,12,02,00,Concepcion
120201,12,02,01,Concepcion
120202,12,02,02,Aco
120203,12,02,03,Andamarca
120204,12,02,04,Chambara
120205,12,02,05,Cochas
120206,12,02,06,Comas
120207,12,02,07,Heroinas Toledo
120208,12,02,08,Manzanares
120209,12,02,09,Mariscal Castilla
120210,12,02,10,Matahuasi
120211,12,02,11,Mito
120212,12,02,12,Nueve de Julio
120213,12,02,13,Orcotuna
120214,12,02,14,San Jose de Quero
120215,12,02,15,Santa Rosa de Ocopa
120300,12,03,00,Chanchamayo
120301,12,03,01,Chanchamayo
120302,12,03,02,Perene
120303,12,03,03,Pichanaqui
120304,12,03,04,San Luis de Shuaro
120305,12,03,05,San Ramon
120306,12,03,06,Vitoc
120400,12,04,00,Jauja
120401,12,04,01,Jauja
120402,12,04,02,Acolla
120403,12,04,03,Apata
120404,12,04,04,Ataura
120405,12,04,05,Canchayllo
120406,12,04,06,Curicaca
120407,12,04,07,El Mantaro
120408,12,04,08,Huamali
120409,12,04,09,Huaripampa
120410,12,04,10,Huertas
120411,12,04,11,Janjaillo
120412,12,04,12,Julcan
120413,12,04,13,Leonor Ordoñez
120414,12,04,14,Llocllapampa
120415,12,04,15,Marco
120416,12,04,16,Masma
120417,12,04,17,Masma Chicche
120418,12,04,18,Molinos
120419,12,04,19,Monobamba
120420,12,04,20,Muqui
120421,12,04,21,Muquiyauyo
120422,12,04,22,Paca
120423,12,04,23,Paccha
120424,12,04,24,Pancan
120425,12,04,25,Parco
120426,12,04,26,Pomacancha
120427,12,04,27,Ricran
120428,12,04,28,San Lorenzo
120429,12,04,29,San Pedro de Chunan
120430,12,04,30,Sausa
120431,12,04,31,Sincos
120432,12,04,32,Tunan Marca
120433,12,04,33,Yauli
120434,12,04,34,Yauyos
120500,12,05,00,Junin
120501,12,05,01,Junin
120502,12,05,02,Carhuamayo
120503,12,05,03,Ondores
120504,12,05,04,Ulcumayo
120600,12,06,00,Satipo
120601,12,06,01,Satipo
120602,12,06,02,Coviriali
120603,12,06,03,Llaylla
120604,12,06,04,Mazamari
120605,12,06,05,Pampa Hermosa
120606,12,06,06,Pangoa
120607,12,06,07,Rio Negro
120608,12,06,08,Rio Tambo
120699,12,06,99,Mazamari-Pangoa
120700,12,07,00,Tarma
120701,12,07,01,Tarma
120702,12,07,02,Acobamba
120703,12,07,03,Huaricolca
120704,12,07,04,Huasahuasi
120705,12,07,05,La Union
120706,12,07,06,Palca
120707,12,07,07,Palcamayo
120708,12,07,08,San Pedro de Cajas
120709,12,07,09,Tapo
120800,12,08,00,Yauli
120801,12,08,01,La Oroya
120802,12,08,02,Chacapalpa
120803,12,08,03,Huay-Huay
120804,12,08,04,Marcapomacocha
120805,12,08,05,Morococha
120806,12,08,06,Paccha
120807,12,08,07,Santa Barbara de Carhuacayan
120808,12,08,08,Santa Rosa de Sacco
120809,12,08,09,Suitucancha
120810,12,08,10,Yauli
120900,12,09,00,Chupaca
120901,12,09,01,Chupaca
120902,12,09,02,Ahuac
120903,12,09,03,Chongos Bajo
120904,12,09,04,Huachac
120905,12,09,05,Huamancaca Chico
120906,12,09,06,San Juan de Iscos
120907,12,09,07,San Juan de Jarpa
120908,12,09,08,3 de Diciembre
120909,12,09,09,Yanacancha
130000,13,00,00,La Libertad
130100,13,01,00,Trujillo
130101,13,01,01,Trujillo
130102,13,01,02,El Porvenir
130103,13,01,03,Florencia de Mora
130104,13,01,04,Huanchaco
130105,13,01,05,La Esperanza
130106,13,01,06,Laredo
130107,13,01,07,Moche
130108,13,01,08,Poroto
130109,13,01,09,Salaverry
130110,13,01,10,Simbal
130111,13,01,11,Victor Larco Herrera
130200,13,02,00,Ascope
130201,13,02,01,Ascope
130202,13,02,02,Chicama
130203,13,02,03,Chocope
130204,13,02,04,Magdalena de Cao
130205,13,02,05,Paijan
130206,13,02,06,Razuri
130207,13,02,07,Santiago de Cao
130208,13,02,08,Casa Grande
130300,13,03,00,Bolivar
130301,13,03,01,Bolivar
130302,13,03,02,Bambamarca
130303,13,03,03,Condormarca
130304,13,03,04,Longotea
130305,13,03,05,Uchumarca
130306,13,03,06,Ucuncha
130400,13,04,00,Chepen
130401,13,04,01,Chepen
130402,13,04,02,Pacanga
130403,13,04,03,Pueblo Nuevo
130500,13,05,00,Julcan
130501,13,05,01,Julcan
130502,13,05,02,Calamarca
130503,13,05,03,Carabamba
130504,13,05,04,Huaso
130600,13,06,00,Otuzco
130601,13,06,01,Otuzco
130602,13,06,02,Agallpampa
130604,13,06,04,Charat
130605,13,06,05,Huaranchal
130606,13,06,06,La Cuesta
130608,13,06,08,Mache
130610,13,06,10,Paranday
130611,13,06,11,Salpo
130613,13,06,13,Sinsicap
130614,13,06,14,Usquil
130700,13,07,00,Pacasmayo
130701,13,07,01,San Pedro de Lloc
130702,13,07,02,Guadalupe
130703,13,07,03,Jequetepeque
130704,13,07,04,Pacasmayo
130705,13,07,05,San Jose
130800,13,08,00,Pataz
130801,13,08,01,Tayabamba
130802,13,08,02,Buldibuyo
130803,13,08,03,Chillia
130804,13,08,04,Huancaspata
130805,13,08,05,Huaylillas
130806,13,08,06,Huayo
130807,13,08,07,Ongon
130808,13,08,08,Parcoy
130809,13,08,09,Pataz
130810,13,08,10,Pias
130811,13,08,11,Santiago de Challas
130812,13,08,12,Taurija
130813,13,08,13,Urpay
130900,13,09,00,Sanchez Carrion
130901,13,09,01,Huamachuco
130902,13,09,02,Chugay
130903,13,09,03,Cochorco
130904,13,09,04,Curgos
130905,13,09,05,Marcabal
130906,13,09,06,Sanagoran
130907,13,09,07,Sarin
130908,13,09,08,Sartimbamba
131000,13,10,00,Santiago de Chuco
131001,13,10,01,Santiago de Chuco
131002,13,10,02,Angasmarca
131003,13,10,03,Cachicadan
131004,13,10,04,Mollebamba
131005,13,10,05,Mollepata
131006,13,10,06,Quiruvilca
131007,13,10,07,Santa Cruz de Chuca
131008,13,10,08,Sitabamba
131100,13,11,00,Gran Chimu
131101,13,11,01,Cascas
131102,13,11,02,Lucma
131103,13,11,03,Marmot
131104,13,11,04,Sayapullo
131200,13,12,00,Viru
131201,13,12,01,Viru
131202,13,12,02,Chao
131203,13,12,03,Guadalupito
140000,14,00,00,Lambayeque
140100,14,01,00,Chiclayo
140101,14,01,01,Chiclayo
140102,14,01,02,Chongoyape
140103,14,01,03,Eten
140104,14,01,04,Eten Puerto
140105,14,01,05,Jose Leonardo Ortiz
140106,14,01,06,La Victoria
140107,14,01,07,Lagunas
140108,14,01,08,Monsefu
140109,14,01,09,Nueva Arica
140110,14,01,10,Oyotun
140111,14,01,11,Picsi
140112,14,01,12,Pimentel
140113,14,01,13,Reque
140114,14,01,14,Santa Rosa
140115,14,01,15,Saña
140116,14,01,16,Cayaltí
140117,14,01,17,Patapo
140118,14,01,18,Pomalca
140119,14,01,19,Pucalá
140120,14,01,20,Tumán
140200,14,02,00,Ferreñafe
140201,14,02,01,Ferreñafe
140202,14,02,02,Cañaris
140203,14,02,03,Incahuasi
140204,14,02,04,Manuel Antonio Mesones Muro
140205,14,02,05,Pitipo
140206,14,02,06,Pueblo Nuevo
140300,14,03,00,Lambayeque
140301,14,03,01,Lambayeque
140302,14,03,02,Chochope
140303,14,03,03,Illimo
140304,14,03,04,Jayanca
140305,14,03,05,Mochumi
140306,14,03,06,Morrope
140307,14,03,07,Motupe
140308,14,03,08,Olmos
140309,14,03,09,Pacora
140310,14,03,10,Salas
140311,14,03,11,San Jose
140312,14,03,12,Tucume
150000,15,00,00,Lima
150100,15,01,00,Lima
150101,15,01,01,Lima
150102,15,01,02,Ancon
150103,15,01,03,Ate
150104,15,01,04,Barranco
150105,15,01,05,Breña
150106,15,01,06,Carabayllo
150107,15,01,07,Chaclacayo
150108,15,01,08,Chorrillos
150109,15,01,09,Cieneguilla
150110,15,01,10,Comas
150111,15,01,11,El Agustino
150112,15,01,12,Independencia
150113,15,01,13,Jesus Maria
150114,15,01,14,La Molina
150115,15,01,15,La Victoria
150116,15,01,16,Lince
150117,15,01,17,Los Olivos
150118,15,01,18,Lurigancho
150119,15,01,19,Lurin
150120,15,01,20,Magdalena del Mar
150121,15,01,21,Pueblo Libre (Magdalena Vieja)
150122,15,01,22,Miraflores
150123,15,01,23,Pachacamac
150124,15,01,24,Pucusana
150125,15,01,25,Puente Piedra
150126,15,01,26,Punta Hermosa
150127,15,01,27,Punta Negra
150128,15,01,28,Rimac
150129,15,01,29,San Bartolo
150130,15,01,30,San Borja
150131,15,01,31,San Isidro
150132,15,01,32,San Juan de Lurigancho
150133,15,01,33,San Juan de Miraflores
150134,15,01,34,San Luis
150135,15,01,35,San Martin de Porres
150136,15,01,36,San Miguel
150137,15,01,37,Santa Anita
150138,15,01,38,Santa Maria del Mar
150139,15,01,39,Santa Rosa
150140,15,01,40,Santiago de Surco
150141,15,01,41,Surquillo
150142,15,01,42,Villa El Salvador
150143,15,01,43,Villa Maria del Triunfo
150200,15,02,00,Barranca
150201,15,02,01,Barranca
150202,15,02,02,Paramonga
150203,15,02,03,Pativilca
150204,15,02,04,Supe
150205,15,02,05,Supe Puerto
150300,15,03,00,Cajatambo
150301,15,03,01,Cajatambo
150302,15,03,02,Copa
150303,15,03,03,Gorgor
150304,15,03,04,Huancapon
150305,15,03,05,Manas
150400,15,04,00,Canta
150401,15,04,01,Canta
150402,15,04,02,Arahuay
150403,15,04,03,Huamantanga
150404,15,04,04,Huaros
150405,15,04,05,Lachaqui
150406,15,04,06,San Buenaventura
150407,15,04,07,Santa Rosa de Quives
150500,15,05,00,Cañete
150501,15,05,01,San Vicente de Cañete
150502,15,05,02,Asia
150503,15,05,03,Calango
150504,15,05,04,Cerro Azul
150505,15,05,05,Chilca
150506,15,05,06,Coayllo
150507,15,05,07,Imperial
150508,15,05,08,Lunahuana
150509,15,05,09,Mala
150510,15,05,10,Nuevo Imperial
150511,15,05,11,Pacaran
150512,15,05,12,Quilmana
150513,15,05,13,San Antonio
150514,15,05,14,San Luis
150515,15,05,15,Santa Cruz de Flores
150516,15,05,16,Zuñiga
150600,15,06,00,Huaral
150601,15,06,01,Huaral
150602,15,06,02,Atavillos Alto
150603,15,06,03,Atavillos Bajo
150604,15,06,04,Aucallama
150605,15,06,05,Chancay
150606,15,06,06,Ihuari
150607,15,06,07,Lampian
150608,15,06,08,Pacaraos
150609,15,06,09,San Miguel de Acos
150610,15,06,10,Santa Cruz de Andamarca
150611,15,06,11,Sumbilca
150612,15,06,12,Veintisiete de Noviembre
150700,15,07,00,Huarochiri
150701,15,07,01,Matucana
150702,15,07,02,Antioquia
150703,15,07,03,Callahuanca
150704,15,07,04,Carampoma
150705,15,07,05,Chicla
150706,15,07,06,Cuenca
150707,15,07,07,Huachupampa
150708,15,07,08,Huanza
150709,15,07,09,Huarochiri
150710,15,07,10,Lahuaytambo
150711,15,07,11,Langa
150712,15,07,12,Laraos
150713,15,07,13,Mariatana
150714,15,07,14,Ricardo Palma
150715,15,07,15,San Andres de Tupicocha
150716,15,07,16,San Antonio
150717,15,07,17,San Bartolome
150718,15,07,18,San Damian
150719,15,07,19,San Juan de Iris
150720,15,07,20,San Juan de Tantaranche
150721,15,07,21,San Lorenzo de Quinti
150722,15,07,22,San Mateo
150723,15,07,23,San Mateo de Otao
150724,15,07,24,San Pedro de Casta
150725,15,07,25,San Pedro de Huancayre
150726,15,07,26,Sangallaya
150727,15,07,27,Santa Cruz de Cocachacra
150728,15,07,28,Santa Eulalia
150729,15,07,29,Santiago de Anchucaya
150730,15,07,30,Santiago de Tuna
150731,15,07,31,Santo Domingo de los Olleros
150732,15,07,32,Surco
150800,15,08,00,Huaura
150801,15,08,01,Huacho
150802,15,08,02,Ambar
150803,15,08,03,Caleta de Carquin
150804,15,08,04,Checras
150805,15,08,05,Hualmay
150806,15,08,06,Huaura
150807,15,08,07,Leoncio Prado
150808,15,08,08,Paccho
150809,15,08,09,Santa Leonor
150810,15,08,10,Santa Maria
150811,15,08,11,Sayan
150812,15,08,12,Vegueta
150900,15,09,00,Oyon
150901,15,09,01,Oyon
150902,15,09,02,Andajes
150903,15,09,03,Caujul
150904,15,09,04,Cochamarca
150905,15,09,05,Navan
150906,15,09,06,Pachangara
151000,15,10,00,Yauyos
151001,15,10,01,Yauyos
151002,15,10,02,Alis
151003,15,10,03,Ayauca
151004,15,10,04,Ayaviri
151005,15,10,05,Azangaro
151006,15,10,06,Cacra
151007,15,10,07,Carania
151008,15,10,08,Catahuasi
151009,15,10,09,Chocos
151010,15,10,10,Cochas
151011,15,10,11,Colonia
151012,15,10,12,Hongos
151013,15,10,13,Huampara
151014,15,10,14,Huancaya
151015,15,10,15,Huangascar
151016,15,10,16,Huantan
151017,15,10,17,Huañec
151018,15,10,18,Laraos
151019,15,10,19,Lincha
151020,15,10,20,Madean
151021,15,10,21,Miraflores
151022,15,10,22,Omas
151023,15,10,23,Putinza
151024,15,10,24,Quinches
151025,15,10,25,Quinocay
151026,15,10,26,San Joaquin
151027,15,10,27,San Pedro de Pilas
151028,15,10,28,Tanta
151029,15,10,29,Tauripampa
151030,15,10,30,Tomas
151031,15,10,31,Tupe
151032,15,10,32,Viñac
151033,15,10,33,Vitis
160000,16,00,00,Loreto
160100,16,01,00,Maynas
160101,16,01,01,Iquitos
160102,16,01,02,Alto Nanay
160103,16,01,03,Fernando Lores
160104,16,01,04,Indiana
160105,16,01,05,Las Amazonas
160106,16,01,06,Mazan
160107,16,01,07,Napo
160108,16,01,08,Punchana
160109,16,01,09,Putumayo
160110,16,01,10,Torres Causana
160112,16,01,12,Belén
160113,16,01,13,San Juan Bautista
160114,16,01,14,Teniente Manuel Clavero
160200,16,02,00,Alto Amazonas
160201,16,02,01,Yurimaguas
160202,16,02,02,Balsapuerto
160205,16,02,05,Jeberos
160206,16,02,06,Lagunas
160210,16,02,10,Santa Cruz
160211,16,02,11,Teniente Cesar Lopez Rojas
160300,16,03,00,Loreto
160301,16,03,01,Nauta
160302,16,03,02,Parinari
160303,16,03,03,Tigre
160304,16,03,04,Trompeteros
160305,16,03,05,Urarinas
160400,16,04,00,Mariscal Ramon Castilla
160401,16,04,01,Ramon Castilla
160402,16,04,02,Pebas
160403,16,04,03,Yavari
160404,16,04,04,San Pablo
160500,16,05,00,Requena
160501,16,05,01,Requena
160502,16,05,02,Alto Tapiche
160503,16,05,03,Capelo
160504,16,05,04,Emilio San Martin
160505,16,05,05,Maquia
160506,16,05,06,Puinahua
160507,16,05,07,Saquena
160508,16,05,08,Soplin
160509,16,05,09,Tapiche
160510,16,05,10,Jenaro Herrera
160511,16,05,11,Yaquerana
160600,16,06,00,Ucayali
160601,16,06,01,Contamana
160602,16,06,02,Inahuaya
160603,16,06,03,Padre Marquez
160604,16,06,04,Pampa Hermosa
160605,16,06,05,Sarayacu
160606,16,06,06,Vargas Guerra
160700,16,07,00,Datem del Marañón
160701,16,07,01,Barranca
160702,16,07,02,Cahuapanas
160703,16,07,03,Manseriche
160704,16,07,04,Morona
160705,16,07,05,Pastaza
160706,16,07,06,Andoas
160800,16,08,00,Putumayo
160801,16,08,01,Putumayo
160802,16,08,02,Rosa Panduro
160803,16,08,03,Teniente Manuel Clavero
160804,16,08,04,Yaguas
170000,17,00,00,Madre de Dios
170100,17,01,00,Tambopata
170101,17,01,01,Tambopata
170102,17,01,02,Inambari
170103,17,01,03,Las Piedras
170104,17,01,04,Laberinto
170200,17,02,00,Manu
170201,17,02,01,Manu
170202,17,02,02,Fitzcarrald
170203,17,02,03,Madre de Dios
170204,17,02,04,Huepetuhe
170300,17,03,00,Tahuamanu
170301,17,03,01,Iñapari
170302,17,03,02,Iberia
170303,17,03,03,Tahuamanu
180000,18,00,00,Moquegua
180100,18,01,00,Mariscal Nieto
180101,18,01,01,Moquegua
180102,18,01,02,Carumas
180103,18,01,03,Cuchumbaya
180104,18,01,04,Samegua
180105,18,01,05,San Cristobal
180106,18,01,06,Torata
180200,18,02,00,General Sanchez Cerro
180201,18,02,01,Omate
180202,18,02,02,Chojata
180203,18,02,03,Coalaque
180204,18,02,04,Ichuña
180205,18,02,05,La Capilla
180206,18,02,06,Lloque
180207,18,02,07,Matalaque
180208,18,02,08,Puquina
180209,18,02,09,Quinistaquillas
180210,18,02,10,Ubinas
180211,18,02,11,Yunga
180300,18,03,00,Ilo
180301,18,03,01,Ilo
180302,18,03,02,El Algarrobal
180303,18,03,03,Pacocha
190000,19,00,00,Pasco
190100,19,01,00,Pasco
190101,19,01,01,Chaupimarca
190102,19,01,02,Huachon
190103,19,01,03,Huariaca
190104,19,01,04,Huayllay
190105,19,01,05,Ninacaca
190106,19,01,06,Pallanchacra
190107,19,01,07,Paucartambo
190108,19,01,08,San Fco. de Asís de Yarusyacán
190109,19,01,09,Simon Bolivar
190110,19,01,10,Ticlacayan
190111,19,01,11,Tinyahuarco
190112,19,01,12,Vicco
190113,19,01,13,Yanacancha
190200,19,02,00,Daniel Alcides Carrion
190201,19,02,01,Yanahuanca
190202,19,02,02,Chacayan
190203,19,02,03,Goyllarisquizga
190204,19,02,04,Paucar
190205,19,02,05,San Pedro de Pillao
190206,19,02,06,Santa Ana de Tusi
190207,19,02,07,Tapuc
190208,19,02,08,Vilcabamba
190300,19,03,00,Oxapampa
190301,19,03,01,Oxapampa
190302,19,03,02,Chontabamba
190303,19,03,03,Huancabamba
190304,19,03,04,Palcazu
190305,19,03,05,Pozuzo
190306,19,03,06,Puerto Bermudez
190307,19,03,07,Villa Rica
190308,19,03,08,Constitucion
200000,20,00,00,Piura
200100,20,01,00,Piura
200101,20,01,01,Piura
200104,20,01,04,Castilla
200105,20,01,05,Catacaos
200107,20,01,07,Cura Mori
200108,20,01,08,El Tallan
200109,20,01,09,La Arena
200110,20,01,10,La Union
200111,20,01,11,Las Lomas
200114,20,01,14,Tambo Grande
200115,20,01,15,Veintiséis de Octubre
200200,20,02,00,Ayabaca
200201,20,02,01,Ayabaca
200202,20,02,02,Frias
200203,20,02,03,Jilili
200204,20,02,04,Lagunas
200205,20,02,05,Montero
200206,20,02,06,Pacaipampa
200207,20,02,07,Paimas
200208,20,02,08,Sapillica
200209,20,02,09,Sicchez
200210,20,02,10,Suyo
200300,20,03,00,Huancabamba
200301,20,03,01,Huancabamba
200302,20,03,02,Canchaque
200303,20,03,03,El Carmen de la Frontera
200304,20,03,04,Huarmaca
200305,20,03,05,Lalaquiz
200306,20,03,06,San Miguel de El Faique
200307,20,03,07,Sondor
200308,20,03,08,Sondorillo
200400,20,04,00,Morropon
200401,20,04,01,Chulucanas
200402,20,04,02,Buenos Aires
200403,20,04,03,Chalaco
200404,20,04,04,La Matanza
200405,20,04,05,Morropon
200406,20,04,06,Salitral
200407,20,04,07,San Juan de Bigote
200408,20,04,08,Santa Catalina de Mossa
200409,20,04,09,Santo Domingo
200410,20,04,10,Yamango
200500,20,05,00,Paita
200501,20,05,01,Paita
200502,20,05,02,Amotape
200503,20,05,03,Arenal
200504,20,05,04,Colan
200505,20,05,05,La Huaca
200506,20,05,06,Tamarindo
200507,20,05,07,Vichayal
200600,20,06,00,Sullana
200601,20,06,01,Sullana
200602,20,06,02,Bellavista
200603,20,06,03,Ignacio Escudero
200604,20,06,04,Lancones
200605,20,06,05,Marcavelica
200606,20,06,06,Miguel Checa
200607,20,06,07,Querecotillo
200608,20,06,08,Salitral
200700,20,07,00,Talara
200701,20,07,01,Pariñas
200702,20,07,02,El Alto
200703,20,07,03,La Brea
200704,20,07,04,Lobitos
200705,20,07,05,Los Organos
200706,20,07,06,Mancora
200800,20,08,00,Sechura
200801,20,08,01,Sechura
200802,20,08,02,Bellavista de la Union
200803,20,08,03,Bernal
200804,20,08,04,Cristo Nos Valga
200805,20,08,05,Vice
